message,post_fb_url,page_name,username,page_id,page_cateogry,topadmin_country,page_description,page_created,page_likes,page_followers,created_date,created_date_edt,created_time,type,total_interaction,nb_likes,nb_comments,nb_shares,nb_love,nb_wow,nb_haha,nb_sad,nb_angry,nb_care,video_share_status,video_owner,video_post_view,video_total_view,video_total_view_crossposts,video_length,,,link,final_link,image_text,link_text,description,Results
,https://www.facebook.com/243464886181727/posts/1293947837800088,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,993.0,1156.0,2022-06-22 12:42:14 EDT,2022-06-22,12:42:14,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/photo.php?fbid=10158986885252939&set=p.10158986885252939&type=3,,,Elena,Tonight - Delvon Lamarr Organ Trio at Musical Instrument Museum - MIM!!!,
,https://www.facebook.com/243464886181727/posts/1293946661133539,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,993.0,1156.0,2022-06-22 12:39:51 EDT,2022-06-22,12:39:51,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/photo.php?fbid=10159958457649036&set=gm.1220628392102558&type=3,,,Robert,"Today was AMAZING !! We had six hair professionals show up. Two volunteered in other ways, and Fanny,  Joanna, Abigail and Donna gave 47 haircuts today 😲😲😲 we have never had a day where that many individuals experiencing homelessness all were able to get a professional haircut. What a great day. These four ladies did such an amazing job. We are so grateful for these ladies volunteering their time and amazing skills.",
,https://www.facebook.com/243464886181727/posts/1280881919106680,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,992.0,1152.0,2022-06-02 19:36:55 EDT,2022-06-02,19:36:55,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/photo.php?fbid=5355476374503339&set=gm.1342126259610519&type=3,,,Lynn,Along with Budda Markus has been one of the most constant players we have had. Love this guy.,
,https://www.facebook.com/243464886181727/posts/914715519056657,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,926.0,1020.0,2020-10-29 18:09:32 EDT,2020-10-29,18:09:32,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/groups/157956517892462/permalink/1293603737661062/,,,This is a re-share of a post,"WUBAZ sharing Setay Dance and Fitness (Annette Yates)

Annette Yates:  EVERY WEDNESDAY.
We hope to see you all tonight at 6:30p for  our Beginning Line dance class! We will review Booty Call and learn the classic disco line dance ""Hot, hot (give it all you got) by Debbie Jacobs.  This dance was EVERYTHING in Chicago!  Come get your glow bracelets and glow sticks and join in the fun!",
,https://www.facebook.com/243464886181727/posts/1285067138688158,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,992.0,1154.0,2022-06-09 03:29:19 EDT,2022-06-09,03:29:19,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,3,3,0,00:02:59,,,https://www.facebook.com/JparkRealtor/videos/440643234562818/,,,James,"Chandler Asian Festival
October 29th and 30th from 12:00pm to 10:00pm
Tumbleweed Park in the great city of Chandler

Need Volunteers, both Food & non-Food Vendors and Performers
Please SHARE this post

DM me
Call me 602-730-5688

Let's have an AWESOME festival",
,https://www.facebook.com/243464886181727/posts/1285996401928565,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,992.0,1154.0,2022-06-10 11:31:40 EDT,2022-06-10,11:31:40,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/buckeyechamber/photos/a.136151250274350/1099742990581833/?type=3,,,Buckeye Valley Chamber of Commerce,"Cicter's in partnership with United Dance Team will be holding a Juneteenth Celebration on June 18, 4-9 pm",
,https://www.facebook.com/243464886181727/posts/1293926211135584,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,993.0,1156.0,2022-06-22 12:02:44 EDT,2022-06-22,12:02:44,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/wickedawesomehappyhour/photos/a.482574978747939/1723983214607103/?type=3,,"Carnival CHOOSE FUN WATERSLIDES SKYRIDES COMEDY SHOWS & ALL IN THE MIDDLE OF THE OCEAN. Wicked Awesome Networking at Sea June 2, 2023- June 5, 2023 Long Beach, California Hey Wicked Awesome Fam! Who's ready to travel with the WAHH Fam & hit the high Seas!?! We are! Join us for fun, connection, food, networking & what such!! Reserve your stateroom ASAP!! sell out!! Roservo MelissaYetter:602-558-0154 Cruisin Couple G-TRAVELAGEACY AGENCY Sale 22,2022 www.cruisincouple.com Carnival Memories are the Best Souvenirs."" Those Know",Wicked Awesome Happy Hour,"Hey wicked awesome fam! For those of you who missed the big announcement on Wednesday night, here it is. WE'RE DOING A WICKED AWESOME NETWORKING AT SEA IN JUNE 2023!!! We'll be cruising to Ensenada from Long Beach! It'll be 3 days of networking, connection, fun, & what such! Get your tix ASAP as the deposit is only $50 & this will sell out fast!! Thank you Cruisin Couple Travel Agency for working with us over the past couple years to make this happen! It'll be great hangin with my friends from Chandler Business Alliance , Phoenix Metro Chamber of Commerce , NetworkingPhoenix , Scottsdale Nights , Bold Networking , Sip Social Business Club , & many others!  See yiz there!
Use the link below to register:

https://trips.cruisincouple.com/WickedAwesomeNetworkingatSea-ndje2:=:https://trips.cruisincouple.com/WickedAwesomeNetworkingatSea-ndje2?token=6y6at6ugxf62692u",
,https://www.facebook.com/243464886181727/posts/1280907652437440,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,992.0,1154.0,2022-06-02 20:47:19 EDT,2022-06-02,20:47:19,Photo,1,0,1,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/photo.php?fbid=10229393946219975&set=p.10229393946219975&type=3,,,Kimberly,"Thank you Lord!!!😘🥰

This explains how I feel about yesterday! 

In spite of the chaotic crazy beginning, God showed up to this event and we celebrated change! 

I am 1 happy Writer, Director Actress TGBTG 

ENCORE PERFORMANCE JUNE 18, 2022

The Musical Stage Play The Backsliding Heifer

BIG UPS TO ALL THAT CAME AND SHARED THIS PRICELESS MOMENT!
￼",
,https://www.facebook.com/243464886181727/posts/1281444292383776,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,992.0,1153.0,2022-06-03 14:21:45 EDT,2022-06-03,14:21:45,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/photo.php?fbid=5352966658087644&set=gm.1341437043012774&type=3,,,Lynn,Making leader moves...,
Get AMP’ed with us @sunstudiosofarizona #archeus #AmpedUp,https://www.facebook.com/243464886181727/posts/1289262444935294,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,993.0,1155.0,2022-06-15 12:37:37 EDT,2022-06-15,12:37:37,Native Video,0,0,0,0,0,0,0,0,0,0,owned,Yes,3,3,0,00:00:16,,,https://www.facebook.com/WhatsUpArizona/videos/1435969883506143/,,,,,
,https://www.facebook.com/243464886181727/posts/1280907555770783,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,992.0,1153.0,2022-06-02 20:47:02 EDT,2022-06-02,20:47:02,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/photo.php?fbid=10227988058074570&set=a.1292420678392&type=3,,,Brenda,"Rev. Do Right’s 1st Church of God In Jesus Christ Bread of Heaven Feed Me Till I Want No More Church of the True and Powerful Almighty Sitting at The Right Hand of God Church….and Bingo Hall every Wed. & Friday Nights @ 7pm
(6:30 pm CP time

Watch Episdoe 2 "" Church Peeples"" 
click on the link 

https://youtu.be/SGc4LFnfols:=:https://www.youtube.com/watch?v=SGc4LFnfols",
,https://www.facebook.com/243464886181727/posts/1293926887802183,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,993.0,1156.0,2022-06-22 12:04:13 EDT,2022-06-22,12:04:13,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/photo.php?fbid=5092822770771979&set=p.5092822770771979&type=3,,CHANDLER Asian Festival,James,"The Chandler Asian Festival is a celebration of Asian culture and heritage with this mission statement: Our mission is to cultivating culture through collaboration and stand strong as one. 

We chose the Tiger because Tigers stand for strength, power, courage, and ambition. The animal represents a symbolic release of fears and standing for truth, justice, and integrity.

Last year was very challenging but with the help from the communities, volunteers,vendors , performers, Mayor Kevin Hartke and especially from Niki Tapia and her team from the diversity group, our 2021 Chandler Asian Festival was a success. 

We are working hard to make 2022 Chandler Asian Festival a even more of a success, and with your help, we will.",
,https://www.facebook.com/243464886181727/posts/1280088032519402,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,992.0,1152.0,2022-06-01 14:32:53 EDT,2022-06-01,14:32:53,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,1,127,0,00:02:28,,,https://www.facebook.com/brendarcombs/videos/496909845518851/,,,Brenda,"The Story:  Jennifer made Billy her everything! However, when he robs her and leaves her for another women, she ends up at Rev Doright’s Church and learns what life and love are truly about when you make others your everything!! 

Check out this behind the scenes interview with Derrick Arizona Washington Vic Rogers Volina Armstrong Anita Michelle and Tabitha Spivey and blooper reels! 

Then catch up with Church Peeples 
The Movie 🎥 🍿 click on the link to watch episode 1

https://youtu.be/2DsXWQCSOGI:=:https://www.youtube.com/watch?v=2DsXWQCSOGI",
,https://www.facebook.com/243464886181727/posts/1280903599104512,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,992.0,1153.0,2022-06-02 20:36:32 EDT,2022-06-02,20:36:32,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://azscience.org/attractions/survival-of-the-slowest/?utm_campaign=Survival+of+Slowest+-+Prospecting&utm_source=Facebook&utm_medium=Ads&utm_term&utm_content=Carousel,https://www.azscience.org/attractions/survival-of-the-slowest/,,This is a re-share of a post,"They aren’t quick, but they sure are cute! Meet some slow, slithery, and slimy animals who survive in fascinating ways.",
Check out my peoples,https://www.facebook.com/243464886181727/posts/1280363032491902,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,992.0,1152.0,2022-06-02 01:42:09 EDT,2022-06-02,01:42:09,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/groups/WUBIurg/permalink/5791471057533940/,,,This is a re-share of a post,"S4 E7 Going Down On The Mic 🎙 Tonight @ 7pm mst 
Today's Topic: GET YOUR HAND OUT MY POCKET $$$

Special Guest:
Director Kevin Parkinson 

We’ll be discussing his latest film project, that his is one of his best pieces of work to date and it is dedicated to his late brother Duvey. Pre-sales have started and we’ll be giving away one FREE copy to a lucky listener. 

“VALLEY OF THE QUEENS, PLANNED OBSOLESCENCE”

GO ROCK OUR BRAND!!!!
EVERYONE DESERVES TO BE GOING DOWN ON THE MIC!!!
https://going-down-on-the-mic.creator-spring.com/

Enjoy the show from over 20 sites
LIKE… FOLLOW… SUBSCRIBE…
Listen… Watch… Chat… Replay… ALL of our shows through the following links:

YOUTUBE CHANNEL
https://www.youtube.com/channel/UCCeMauhpsoQb7hJEyZkWSLQ

TWITCH
https://twitch.tv/goingdownonthemic:=:https://www.twitch.tv/goingdownonthemic

FACEBOOK
https://www.facebook.com/goingdownonthemic/

INSTAGRAM
https://instagram.com/goingdownonthemic?igshid=YmMyMTA2M2Y=

TWITTER
https://twitter.com/going_mic

ANCHOR.FM
anchor.fm/going-down-on-the-mic:=:https://anchor.fm/going-down-on-the-mic

SPOTIFY
https://open.spotify.com/show/1JBbvqXbWRGMMCFFueCxDN

APPLE PODCAST
https://podcasts.apple.com/.../going-down.../id1480310972...:=:https://podcasts.apple.com/.../going-down.../id1480310972

GOOGLE PODCAST
https://www.google.com/podcasts...

OVERCAST
https://overcast.fm/itunes1480310972/going-down-on-the-mic:=:https://overcast.fm/login

POCKET CAST
https://pca.st/aafyw8bb

RADIOPUBLIC
https://radiopublic.com/going-down-on-the-mic-Wa5o7D

iHEART RADIO
https://www.iheart.com/.../256-going-down-on-the-mic.../

TIK TOK
https://www.tiktok.com/@goingdownonthemic?lang=en...:=:https://www.tiktok.com/@goingdownonthemic

EMAIL: GDOTM2019@gmail.com

PHONE: 623-688-1181

I'm going live using StreamYard! Before leaving a comment, please grant StreamYard permission to see your name at streamyard.com/facebook:=:https://streamyard.com/",
,https://www.facebook.com/243464886181727/posts/1280360502492155,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,992.0,1152.0,2022-06-02 01:34:59 EDT,2022-06-02,01:34:59,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/photo.php?fbid=7455934434448416&set=gm.1121843041706193&type=3,,,Irma,"Lydia Guzman thought coming to Phoenix would be a good place for a fresh start and maybe retire… The movimiento had different plans for her! Phoenix needed her and so did its community! Her journey is an active one (forget retiring). You might not know her, but she is constantly working behind the scene and is very involved in AZ issues. She is a good fit when it comes to empowering others and working for La Causa. Stay tuned to hear her story!",
,https://www.facebook.com/243464886181727/posts/1280905155771023,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,992.0,1153.0,2022-06-02 20:40:42 EDT,2022-06-02,20:40:42,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/photo.php?fbid=10209868441344791&set=p.10209868441344791&type=3,,"Where Highly Paid Speakers Train VVertual Be Our Guest June 3-5 ""This is one of the best Speaker Trainings on the Planet. A very good investment."" ~Event Planner Now Magazine STARTING TOMORROW NOON EST!!! BACHEOR MASTER DR. Register Online Today drwillspeaks.com/events Dr.WillMoreland Dr. Will Moreland Cyn Miller Arel Moodie Tara Harris Jonny Bubbles Sarah Simpson REGISTER NOW!",DrWill,"Join me June 3-5 for Give Me The Mic.

For 3 days my guest speakers will pour into you and share their success formulas.

Cost: Free

Investment: Your time, energy and open mind

You must register at 
www.drwillspeaks.com/events:=:https://www.drwillspeaks.com/events.html",
,https://www.facebook.com/243464886181727/posts/1280908555770683,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,992.0,1153.0,2022-06-02 20:49:34 EDT,2022-06-02,20:49:34,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/DownTownPoetrySlam/photos/a.101487185706611/145514824637180/?type=3,,"Poeuisu Slam Host: Francisco Torres When: June 3, 2022 Time: 7pm Where: Arizona DOWNTOWNPOETRYSLAM Latino Art's And Cultural Center Address: 147 E Adams Phx, AZ 85004 Info Text: (480) 319-4417 Storytelling Arizona Barrio Stories ATAC Arizona-Latino Caleria147 LALOCURA",Downtown Poetry Slam,"First Friday Poetry Slam ! June 3 @ 7pm All Happening Arizona Latino Arts & Cultural Center! The List Is Open For Performers. Come And Enjoy Some Spoken Word From These Wonderful Artist & Poets !!!
#DowntownPoetrySlam#
#Alac
#AZBarrioStory",
,https://www.facebook.com/243464886181727/posts/1288183768376495,What’s Up Arizona? News with a Cause,WhatsUpArizona,243464886181727,MEDIA_NEWS_COMPANY,US,"Covering the most interesting people, places and things in Arizona and Beyond!",2017-10-06 00:01:16,992.0,1154.0,2022-06-13 21:36:14 EDT,2022-06-13,21:36:14,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/100001329188679/posts/pfbid0F5CnhG9gxH8ikAspQGivhL2LwjZST8UWf2gqcK5JrUqQH9ngss3ySGt51LRVUoqjl/,,,This is a re-share of a post,"Best NEWS today 
1st sponsor for Chandler Asian 
Festival $7,500.00
Tomorrow meeting a Big Sponsor",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A beautiful day on the golf course with FireKeepers Casino and Nottawaseppi Huron Band of the Potawatomi for their annual golf event, benefiting local veteran services. See the story, and what these services mean to local veterans, next Thursday on eightWest. 🇺🇸",https://www.facebook.com/100044485486503/posts/547481623411349,Jordan Carson,jordanmcarson,100044485486503,NEWS_PERSONALITY,US,"Morning show co-host on NBC affiliate, WOOD TV8. 
Live Local Give Local Director at WOTV4.
Got a sto",2013-04-10 20:22:35,10574.0,10670.0,2022-06-03 11:18:30 EDT,2022-06-03,11:18:30,Photo,116,81,5,13,17,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/photo.php?fbid=547480263411485&set=a.199599901532858&type=3,,4 A MERICAN AN LEGION POS,Photos from Jordan Carson's post,,0
"There are currently 175 youth sleeping outside or in shelters, on any given night, in our commmunity. AYA Youth Collective provides support for 14 to 24-year olds facing homelessness or instability. I sat down to talk to the organizers and some of the people who have greatly benefited from their services.",https://www.facebook.com/100044485486503/posts/546319236860921,Jordan Carson,jordanmcarson,100044485486503,NEWS_PERSONALITY,US,"Morning show co-host on NBC affiliate, WOOD TV8. 
Live Local Give Local Director at WOTV4.
Got a sto",2013-04-10 20:22:35,10576.0,10673.0,2022-06-01 14:03:44 EDT,2022-06-01,14:03:44,Link,11,2,4,1,3,0,0,1,0,0,,-,0,0,0,,,,https://www.woodtv.com/abc4/live-local-give-local/aya-youth-collective-helping-to-end-youth-homelessness-in-grand-rapids/,,,"AYA Youth Collective, helping to end youth homelessness in Grand Rapids","GRAND RAPIDS, Mich. (WOOD)-Youth homelessness is a growing issue, and it’s a real problem affecting young people right here in Grand Rapids. AYA Youth Collective is helping to end youth homel…",
"The outdoor temps are turning colder, which means it’s almost time for hats, coats and mittens. Kellogg Community Credit Union has 10 locations where you can donate items for families in need. See locations and items at the link below!",https://www.facebook.com/485323968187566/posts/3297112613675340,Jordan Carson,jordanmcarson,100044485486503,NEWS_PERSONALITY,US,"Morning show co-host on NBC affiliate, WOOD TV8. 
Live Local Give Local Director at WOTV4.
Got a sto",2013-04-10 20:22:35,10336.0,10374.0,2020-10-02 11:57:42 EDT,2020-10-02,11:57:42,Link,24,20,2,0,1,0,0,0,0,1,,-,0,0,0,,,,https://www.woodtv.com/wotv4women/live-local-give-local/kellogg-community-credit-union/spread-warmth-this-season-donate-coats-at-any-kellogg-community-credit-union-branch/,,,Spread warmth this season: donate winter coats at any Kellogg Community Credit Union branch,"BATTLE CREEK, Mih. (WOTV)-Kellogg Community Credit Union (KCCU) has begun its annual coat drive to help the members of the communities in which they serve stay warm this winter.  The coat driv…",
